Sch|Tbl|Cnt
dbo|COUNTRY_SGT|0
dbo|COUNTRY1|0
dbo|CSH_CHK|0
dbo|INDX1_DEL|0
dbo|INV_ID|0
dbo|INV_NO|0
dbo|INV_NO1|0
dbo|INVNO_PRT|0
dbo|INVOICE|0
dbo|INVSW_FO|0
dbo|IPW_RIGHT|0
dbo|JB_TAX_MX|0
dbo|JBYEARTAX|0
dbo|JBYEARTAX_HIS|0
dbo|JC_GS|0
dbo|JF_RULE|0
dbo|JF_RULE1|0
dbo|JGBJZC_ZS|0
dbo|JGXM_ZS|0
dbo|JH_SO|0
dbo|JOB_REPORT|0
dbo|JOB_REPORT_DY|0
dbo|JOB_REPORT1|0
dbo|JOB_REPORT2|0
dbo|JSKM_SET|0
dbo|KB_FILE|0
dbo|KB_QA|0
dbo|KH_BASE|0
dbo|KH_DJ|0
dbo|KH_STD|0
dbo|KHTS_QA|0
dbo|KHTS_QA_FILE|0
dbo|KM_DENY|0
dbo|KM_DL|0
dbo|KM_DY|0
dbo|KM_FD|0
dbo|KM_FDMNG|0
dbo|KM_FDPWR|0
dbo|KM_FILE|0
dbo|KM_FILE1|0
dbo|KM_SC|0
dbo|KM_SC1|0
dbo|KM_SC2|0
dbo|KM_SC3|0
dbo|KM_SHARE|0
dbo|KM_SHAREPWR|0
dbo|KM_TYPE|0
dbo|KQ_MACHINE2|0
dbo|MF_BOM_CASE|0
dbo|MF_BOM_H|0
dbo|MF_BOM_SGT|0
dbo|MF_BOM_SO|0
dbo|MF_BOM_SO_H|0
dbo|MF_BOM1|0
dbo|MF_BONUS|0
dbo|MF_BOX|0
dbo|MF_BT|0
dbo|MF_BTIPL|0
dbo|MF_BX|0
dbo|MF_BYJL|0
dbo|MF_BZ|0
dbo|MF_CA|0
dbo|MF_CASN|0
dbo|MF_CB|0
dbo|MF_CBAC|0
dbo|MF_CBAC_REQ|0
dbo|MF_CC|0
dbo|MF_CD|0
dbo|MF_CFM|0
dbo|MF_CG|0
dbo|MF_CG_FX|0
dbo|MF_CGB|0
dbo|MF_CH|0
dbo|MF_CHG|0
dbo|MF_CHK|0
dbo|MF_CHK1|0
dbo|MF_CK|0
dbo|MF_CLOCK|0
dbo|MF_CLS|0
dbo|MF_CLS_HK|0
dbo|MF_HK|0
dbo|MF_IBOM|0
dbo|MF_IC|0
dbo|MF_ICGWK|0
dbo|MF_ID|0
dbo|MF_CSH|0
dbo|MF_CU|0
dbo|MF_CUT|0
dbo|MF_CV|0
dbo|MF_CYPF_FSZY|0
dbo|MF_CZSQ|0
dbo|MF_BG_MOD|0
dbo|MF_BIL|0
dbo|MF_BJ|0
dbo|MF_BJ_NX|0
dbo|MF_BJFX_ZS|0
dbo|MF_BK|0
dbo|MF_BL_FCP|0
dbo|MF_BLN|0
dbo|MF_BLN_M|0
dbo|IMP_SET_MF|0
dbo|IC_INFO|0
dbo|IDX_YD|0
dbo|INDX_CUS|0
dbo|INDX_DEL|0
dbo|INDX_UP|0
dbo|CUSPRD_GGEC|0
dbo|DEP_GX_GS|0
dbo|DEPRO_SET|0
dbo|DISCOUNT_DEF|0
dbo|DJ_TBL|0
dbo|DK_MAC|0
dbo|DPERSIONAL|0
dbo|MF_DATA|0
dbo|MF_DB_M|0
dbo|MF_DB_S|0
dbo|MF_DJ|0
dbo|MF_DOC|0
dbo|MF_DOC_IDX|0
dbo|MF_DS|0
dbo|MF_DTLC|0
dbo|MF_DW|0
dbo|MF_DYH|0
dbo|MF_DYHC|0
dbo|MF_DYSR|0
dbo|MF_DZ|0
dbo|MF_EBOM_SGT|0
dbo|MF_ECN|0
dbo|MF_ECN_FX|0
dbo|MF_ECN_GX|0
dbo|MF_ECN_PA|0
dbo|MF_ECN_ZC|0
dbo|MF_EG|0
dbo|MF_END|0
dbo|MF_EXP|0
dbo|MF_FA|0
dbo|MF_FB|0
dbo|MF_FBOM|0
dbo|MF_FCG|0
dbo|MF_FCHART|0
dbo|MF_FCHART_INDX|0
dbo|MF_FF|0
dbo|MF_FHJH|0
dbo|MF_FI|0
dbo|MF_FJ|0
dbo|MF_FK|0
dbo|MF_FMOD|0
dbo|MF_FNOD|0
dbo|MF_FP|0
dbo|MF_FQ|0
dbo|MF_FRIE|0
dbo|MF_FS|0
dbo|MF_FT|0
dbo|MF_FTFY|0
dbo|MF_FX|0
dbo|MF_FX_CF|0
dbo|MF_GB|0
dbo|MF_GC|0
dbo|MF_GCYS|0
dbo|MF_GD_MC|0
dbo|MF_GF_SGT|0
dbo|MF_GK|0
dbo|MF_GM|0
dbo|MF_GR_M|0
dbo|MF_GR_S|0
dbo|MF_GRP|0
dbo|MF_GRP_CZ|0
dbo|MF_GUIDE|0
dbo|MF_GW|0
dbo|MF_GYPG|0
dbo|MF_HC|0
dbo|FACE_FLD_RO|0
dbo|FACE_TBL|0
dbo|FACE_TBL_BK|0
dbo|FACE_TBL_RO|0
dbo|FAX_DATA|0
dbo|FAX_DOCUMENT|0
dbo|FAX_INFO|0
dbo|FH_DATA|0
dbo|FILEDATA|0
dbo|FL_PSS|0
dbo|FORM_DEF|0
dbo|FORM_DEF_B|0
dbo|FORM_DEF_F|0
dbo|FORM_DEF_I|0
dbo|FORMU_PARA|0
dbo|FORUM|0
dbo|FORUM_DOC|0
dbo|FORUM_FILE|0
dbo|FORUM_INDX|0
dbo|FORUM_PSWD|0
dbo|FQSK_BLN|0
dbo|FQSK_CK|0
dbo|FQSK_GR_M|0
dbo|FQSK_GR_S|0
dbo|FQSK_POS|0
dbo|FQSK_POS_FX|0
dbo|FQSK_PSS|0
dbo|FQSK_TB|0
dbo|FQSK_TC|0
dbo|FQSK_TD|0
dbo|FQSK_TW|0
dbo|FQSK_ZG|0
dbo|FX_ACC_NO|0
dbo|FX_DEP|0
dbo|FX_FJDATA|0
dbo|FX_KND|0
dbo|FX_KND_CHK|0
dbo|FX_LOGIN_USER|0
dbo|FX_MTG|0
dbo|FX_PDA_FLOW|0
dbo|FX_SHARE|0
dbo|FX_SPC_PSWD|0
dbo|FX_SYS|0
dbo|FX_SYS_FLOW|0
dbo|FXNO|0
dbo|GC_COMP|0
dbo|GJ_DEP|0
dbo|GJSET|0
dbo|GWK|0
dbo|GWK_BAT|0
dbo|GWK_FIL|0
dbo|GWK_FIL_DEL|0
dbo|GWK_HIS|0
dbo|GWK_HIS_DEL|0
dbo|GWK_USE|0
dbo|GWK_USE_DEL|0
dbo|GX_GS|0
dbo|GY_GS|0
dbo|GY_LINE_GS|0
dbo|HAI_CHK|0
dbo|HAIPSWD|0
dbo|HD_FILE|0
dbo|HEAD_TRANS|0
dbo|HG_NO|0
dbo|HISDATA|0
dbo|HISMSG|0
dbo|HPWACC|0
dbo|HS_SGT|0
dbo|HSERV|0
dbo|LBBM_MC|0
dbo|LC_BNK|0
dbo|LC_CLN|0
dbo|LINE_GGEC|0
dbo|LOAN_INTRATE|0
dbo|LOG_API|0
dbo|MAI_FIELDS|0
dbo|MAI_INFO|0
dbo|MAI_SO|0
dbo|MAIL_ACC_USR|0
dbo|MAIL_ACCOUNT|0
dbo|MAIL_ATDIS|0
dbo|MAIL_BLOCK|0
dbo|MAIL_CNT|0
dbo|MAIL_CNT_GROUP|0
dbo|MAIL_FOLDER|0
dbo|MAIL_GROUP|0
dbo|MAIL_LOG|0
dbo|MAIL_TEMPLATE|0
dbo|MAP_PRD|0
dbo|MARK|0
dbo|MARK_CUS|0
dbo|MARK_DEL|0
dbo|MARK_FILE|0
dbo|MARK_FXSQ|0
dbo|MARK_RULE|0
dbo|MAT_REACH|0
dbo|MC_PACK|0
dbo|MC_SP|0
dbo|MCRP|0
dbo|ME_INDX|0
dbo|ME_ROLE|0
dbo|MENUNAME|0
dbo|MESSAGE|0
dbo|MESSAGES|0
dbo|METH_ADJUST|0
dbo|METH_ADJUST1|0
dbo|METH_PDLR|0
dbo|METH_SHR|0
dbo|MF_401|0
dbo|MF_403|0
dbo|MF_AC|0
dbo|MF_ACT|0
dbo|MF_ADD|0
dbo|MF_AESC|0
dbo|MF_AG|0
dbo|MF_AJ|0
dbo|MF_ANLY|0
dbo|MF_AREP|0
dbo|MF_ARP|0
dbo|MF_ATNPGM|0
dbo|MF_B2E|0
dbo|MF_BA|0
dbo|MF_BAC|0
dbo|MF_BACL|0
dbo|MF_BAN|0
dbo|MF_BAR|0
dbo|MF_BD|0
dbo|MF_BDFP|0
dbo|MF_BDMT|0
dbo|MF_BDS|0
dbo|MF_BE|0
dbo|MF_BFP|0
